Question,Final URL,Topics,Answer Text
Can I browse by call numbers within the library system?,https://askalibrarian.asu.edu/faq/195097,None,"Yes, you can browse by call number! Go to the ASU Library home page If you are a current ASU student, faculty or staff, Sign In at the top right corner of the library home page; this will give you more retrieval and full text options. Scroll down the page, just below the One Search option, and click: Advanced Search At the top of the resulting page, in the header area, click: Browse Select the appropriate Browse by ______ option from the drop down list. Choices include: Subject Author Title Library of Congress call numbers Call number system used by academic research libraries in the US - These are typically used in our Stacks and throughout many of our other collections. Dewey call numbers Typically these are high school level and under ""Children's books"" SUDOC call numbers Superintendent of Documents - typically these are US federal document NLM call numbers National Library of Medicine call numbers Other call numbers Many of our specialized collections' items will have ""Other"" call numbers You may also perform a Virtual Browse by call number around another item in our Catalog: From the ASU Library home page perform a search in One Search Enter keywords, title or author then click: Search On the results page (using the filters on the right side of the page) under Availability, click: Available in the Library Scroll through your results, then click the title of an item On the item record, scroll down to the bottom of the page to the Virtual Browse section. Scroll left and right to see related items organized by call number. Click to view an example of a Virtual Browse result for a sample search: Eco design book"
How can I learn how to identify and select topics for my research?,https://askalibrarian.asu.edu/faq/197332,None,Need to learn how to identify and select topics for your research? Here is a tutorial designed by our experts to get you started... Tutorial on topic identification and selection Quiz Script (PDF) We have more tutorials to help you! Tutorials web page: https://lib.asu.edu/tutorials
How do I get an article that is not available online?,https://askalibrarian.asu.edu/faq/177872,None,"If we do not already have full text of an article or book chapter, here is how you can request a digitized copy of it... Current ASU students, faculty and staff: If we do not have a digital full-text copy of an article, you may request a digital copy using your ASU Library Interlibrary Loan (ILLiad) account. Click here to sign in to your ILLiad account: ILLIAD log in page . For more information, here is a link to our library guide about using Interlibrary Loan: ASU Interlibrary loan Libguide​ . Other researchers: Check with your local public library or academic institution with whom you are affiliated. They may have an interlibrary loan service to meet your needs."
How can I get help with my ASU homework and research?,https://askalibrarian.asu.edu/faq/177546,None,"How can I get help with my homework and/or research? ASU support services: ASU provides a variety of support services for ASU students including mentoring, writing support, supplemental instruction and tutoring for specific ASU courses. Visit the Tutoring Center website. You can also visit Student Success Center for more resources. Library research services: To see how the ASU Library can help with your library research, contact the library in person, by email, by phone, etc. Ways to contact us can be found on the Ask a Librarian webpage ."
How do I clear the cache and cookies in my web browser?,https://askalibrarian.asu.edu/faq/205437,None,"If you're experiencing issues accessing full-text library resources, clearing your browser's cache, cookies, and browsing history may resolve the problem. Follow these steps: Confirm the basics first: Are you a current ASU student, faculty, or staff member? Are you signed in to the ASU Library website ? If you answered ""yes"" to both, try the steps below to clear your cache. You may need to try both methods if the issue persists. Keyboard Shortcut for Most Browsers If you're using Internet Explorer, Edge, Google Chrome, or Mozilla Firefox, you can quickly clear your cache using a keyboard shortcut: Open your browser. Press Ctrl ( Cmd ) + Shift + Delete simultaneously on your keyboard. This will open a window where you can clear your cache, cookies, and browsing history. Select the appropriate options and proceed to clear the data. For time range, select "" All time "" or "" Everything ."" Close/quit the browser and restart it after clearing the cache and cookies. Additional Help by Browser: Clear cache in Chrome Clear cache in Firefox Clear cache in Safari Consider the following additional browser-related settings: Disable Browser Extensions : Some extensions, especially ad-blockers or privacy tools, can interfere with resource access. Temporarily disable them to see if access improves. Update Your Browse r: Ensure you're using the latest version of your browser, as outdated versions may have compatibility issues. Enable Cookies and JavaScript : Many library resources require cookies and JavaScript. Verify that these are enabled in your browser settings. Check Pop-Up Blocker Settings : Some resources open in new windows. Ensure your pop-up blocker is configured to allow pop-ups from library websites. Use a Supported Browser : While most modern browsers are compatible, some resources may work better with specific browsers. If you encounter issues, try accessing the resource using a different browser. Still having trouble? If these steps do not resolve the issue, please contact us for support. Be sure to include screenshots or a video that shows the full URL in the browser."
I am affiliated with the Sandra Day O’Connor College of Law. How can I make an interlibrary loan request?,https://askalibrarian.asu.edu/faq/206992,None,"Interlibrary Loan requests can be submitted by Sandra Day O’Connor College of Law students, faculty and staff through ASU’s Ross-Blakley Law Library's Interlibrary Loan service ."
Do you have any tutorials about citing sources?,https://askalibrarian.asu.edu/faq/197481,None,Need to learn about citing sources? Here is a list of tutorials designed by our experts to get you started... Academic Integrity APA Citation Style Citing Your Sources MLA Citation Style Plagiarism Awareness And we have more tutorials to help you! Tutorials web page
I assigned an ebook to my class but it no longer seems to be available. How can I prevent that from happening?,https://askalibrarian.asu.edu/faq/228890,None,"ASU Library subscribes to a variety of ebook collections. These collections typically include: Books the vendor has selected for inclusion in the database... These titles may be removed from the collection at any time at the discretion of the vendor or publisher. And book titles purchased by ASU Library... These titles are typically a permanent part of our library collection. Note: Before selecting an ebook for inclusion in your course assignments, instructors are advised to submit a Library Technical Support ticket to determine whether the ebook is owned by ASU Library."
How can I activate my New York Times and Wall Street Journal subscriptions that ASU provides?,https://askalibrarian.asu.edu/faq/268944,None,"Digital subscriptions to the Wall Street Journal and New York Times are available to all current ASU students, faculty and staff. Once you have activated your subscriptions, you can access these news sites via the web and apps for smartphones and tablets. Here's how to activate your free digital subscriptions: New York Times Use this activation link and follow the on-screen instructions to create or renew your account with your ASURITE email (asurite@asu.edu). Recommendation: Use the “Continue with Google” option to sign in. Once your account is activated, visit nytimes.com for direct access. For optimal user experience on mobile devices, once you have activated your NYTimes.com account, download The New York Times News Apps and use the same credentials for the apps. ASU’s Group Access works with the following apps: The New York Times: Live News The Athletic: Sports News NYT Cooking: Recipes & Tips NYT Audio Visit the New York Times Academic Group Pass instructions for additional details and support. The Wall Street Journal ASU provides free access to the Wall Street Journal. Visit the WSJ registration page and select your role (Student, Faculty, or Staff). Complete the registration using your ASURITE email (asurite@asu.edu). After registration, access the Wall Street Journal directly at wsj.com. For optimal user experience on mobile devices, download and use apps for your device from Apple App Store or Google Play Store . Visit the Wall Street Journal Group Pass instructions for additional details and support. Note : If an ASU email has been used previously to create an account, the system may not allow it to be reused for activation. In that case, trying the alternative ASU email format (either asurite@asu.edu or firstname.lastname@asu.edu ) may resolve the issue. Looking for more online newspapers and periodicals? Try this FAQ... What online newspapers and periodicals do you have, and how can I access them?"
I can't pull up the full text. What's up?,https://askalibrarian.asu.edu/faq/201442,None,"Many items are simply not available online in full text format. Within our journal subscriptions, some articles may not be available. Why not? An embargo period may be in effect (typically the most recent few months) for which we do not have access. Supplemental or other special issues of a journal may not be available to us as full text. This may be identifiable by a letter accompanying the page number within the citation. Specific articles may be restricted due to lack of copyright permissions from the author(s) of the article. For ASU Library resources available with full text online: Current ASU students, faculty and staff will need to be signed in with their ASURITE ID and password to access most of our full text options. Visitors to our campuses may access most of our online resources on-site using an ASU computer or using our ""ASU Guest"" WiFi. Click here to view our Remote Access policy . If the full text link takes you to the Journal's home page , try these options: Option 1: Drill down to the article by clicking through the article's year, volume, issue, starting page. Option 2: Look for a ""search within this Journal"" feature, where you can search for the article title. If you are still not connecting to full text: Current ASU students, faculty and staff may request a copy of the article, chapter, etc. through your Interlibrary Loan ILLIAD account. Our Interlibrary Loan library guide has a link to your ILLIAD account sign-in page. Articles and chapter scans generally take a few hours to a few days to arrive in your email! For help with a particular resource: Contact us through any of the methods listed our on Ask a Librarian page. To report broken links, error messages, and other technical issues: Contact us through the Get Help! icon on the Library Systems Support page."
Where can I publish my work?,https://askalibrarian.asu.edu/faq/204196,None,"Where can I publish my work? When choosing a venue to publish in, here are some factors to consider: The quality of articles published in past issues of a journal Whether your research fits the scope of the journal Whether the journal is searchable in databases What author rights you want to retain for your work What type of restrictions on access are acceptable to you For more information, take a look at Select a Venue on our Getting Published library guide. If you are concerned about the quality of a journal, our Evaluating Publishing Options page provides a checklist of best practices every reputable publisher should follow. If you are having trouble choosing the right venue for your work, we'd be happy to provide some assistance. Contact Ask a Librarian to schedule an appointment."
Where can I find NSF data management plan templates?,https://askalibrarian.asu.edu/faq/219387,None,"These resources will help you draft your data management plan DMPTool The DMPTool website provides both examples and templates of NSF data management plans. You can select guidance from up to six different institutions per project. Login with your ASU credentials. The DMPTool provides a couple of generic NSF samples: NSF Generic 1 NSF Generic 2 Note: There are a number of flavors of NSF grants. For the most accurate information, see if the specific grant you are applying for is listed . ASU Research Computing ASU Research Computing can provide you with information on storage and other costs. ASU Research Technology Office has additional resources to review on data management and other technology needs. For additional information: Watch our tutorial on how to use the DMPTool . Our research data management library guide includes tutorials, instructions on getting started with the DMPTool , and other helpful information. For help with your project: Request a consultation by filling out the online request form."
Can ASU students submit their research data to the ASU Research Data Repository?,https://askalibrarian.asu.edu/faq/394517,None,"The ASU Research Data Repository only accepts datasets submitted by ASU faculty, academic professionals, or university staff. If your request is related to a grant-funded project on behalf of a principal investigator, please have your PI contact us for a consultation to clarify the project's needs. We recommend using the OSF for student-created projects to store and share their work or if you need to publish it immediately. The OSF (Open Science Framework) is a free scholarly web tool with a partnership with ASU to manage various projects. U se your ASURITE to create an OSF account and request an OSF DOI when you publish your datasets. You can view public ASU projects at osf.asu.edu . The page takes a few seconds to load the projects. Note there is a limit of 50GB of data storage for published projects and 5GB for private, unpublished projects."
Are there skeletons or anatomy models available at ASU for students?,https://askalibrarian.asu.edu/faq/359738,None,Bones and assorted anatomy models are available at the Polytechnic campus Library located in the Academic Center. You can view available models on our Equipment LibGuide .
What is the maximum file size I can upload to the ASU Research Data Repository?,https://askalibrarian.asu.edu/faq/334967,None,"Please review the following limitations for large file size upload to the ASU Research Data Repository : Single file upload: The maximum file size limit for individual file upload is 3GB. The experience for each user may vary based on the stability of the internet connection, speed of connection, file complexity, file format, and type; For tabular data files, additional processing by Dataverse means that more time is required to upload and this may result in upload failures depending on the file size, the number of columns, cases or rows, in your file. We recommend you upload files less than 500MB in size that requires this feature (see Dataverse Platform User Guide ); Multiple file upload: The repository accepts .zip or .tar file bundles. Automatically, the repository will unpack your single .zip package file and present individual files contained within to users without any hierarchy or organization maintained. Alternatively, .tar files or double-zipped files can be uploaded directly to Dataverse and will preserve your original file organization. Given the additional processing required for .zip files, we recommend you upload zip files that contain less than 500 files (see Advanced Dataverse Platform User Guide ); If you have many separate data files and/or metadata that you would like to upload to create or populate a Dataset or Dataverse, consider using the SWORD API (see Advanced Dataverse User Guide ), which can support batch upload of files (same size limits as described above). It is recommended that file size be factored in when considering data reuse. Larger files can be more difficult for researchers to handle and work with. Preparing and structuring your data for reuse requires careful consideration of potential use cases, the software required for analysis, the computer system, and file disk space. Dataverse is always developing to support more disciplines and data types, we anticipate that in the future larger datasets will be better supported and managed in Dataverse. If you have questions about file size limits, please contact Researcher Support ."
What happens to my ASU Research Data Repository account when I leave ASU?,https://askalibrarian.asu.edu/faq/335048,None,"Users departing the university still have ASURITE identities and single sign-on capability after they leave. However, they do not have access to all ASU provided resources that login gave them access to due to various policies and subscription contracts. We limit access to library subscription resources when you graduate or leave, but our repositories present a unique case where a person might need continued access after separating from the institution. We are still working through this question but if an owner of a collection (also known as a Dataverse) recognizes a user with an ASU ID they may be able to provide continued access for contributing to their respective collections and datasets, but this may not carry over to external contributors who’s temporary IDs have expired and not been renewed."
Looking for Impact Information for articles/books,https://askalibrarian.asu.edu/faq/235529,None,"There are a few ways you can go about measuring the impact of your work. For article-level metrics, you can look for citation counts. Google Scholar is actually pretty good at this - just look for your article title in Google Scholar and the number of times your article has been cited will be listed in the entry. You can also look for citation counts in Scopus. ImpactStory is also a great service to get some non-traditional impact measurements for your work. Google Scholar is also one of the best ways to get citation counts for books- use the advanced search and languages limit in Settings for reducing the amount of unwanted results. Finally, the Metrics Toolkit can provide some great information about different sources for impact metrics, depending on type of work or measuring your metrics as an author."
What do I use as my ASU Library card?,https://askalibrarian.asu.edu/faq/177547,None,"What do I use as my ASU Library card? The library card you use depends upon your relationship with the ASU Library. A photo ID is required to check out materials. Note: If our online system is unavailable, only your ASU Mobile ID or Sun Card can be used for checkout. ​ Current ASU students, faculty, staff and ASU retirees: To checkout library items, use: Your ASU ID card (ASU Mobile ID or Sun Card; these are photo IDs); OR your ASU ID number, along with your government issued photo ID. ASU Library Community Card holders: To checkout library items, use: Your ASU Library Community card, along with your government issued photo ID; OR your ASU Community patron ID number, along with your government issued photo ID."
"What online newspapers and periodicals do you have, and how can I access them?",https://askalibrarian.asu.edu/faq/270698,None,"ASU Library provides free digital access to several major newspapers for current ASU faculty, staff, and students. Follow the instructions below to activate and access these subscriptions: The Athletic Visit this activation link and follow the on-screen instructions to create or renew your account with your ASURITE email (asurite@asu.edu). Important : Log out of any existing The Athletic account before activating your pass. Recommendation: Use the “Continue with Google” option to sign in. Once your account is activated, visit theathletic.com for direct access. Visit The Athletic Group Pass instructions for additional details and support. The Chronicle of Higher Education Sign into MyASU with your ASURITE ID and password. Visit this proxied link to access The Chronicle of Higher Education. Optional: Create a free personal account using your ASURITE email (asurite@asu.edu) to access chronicle.com from anywhere. The Economist Sign into MyASU with your ASURITE ID and password. Visit this proxied link to access The Economist. The New York Times Use this activation link and follow the on-screen instructions to create or renew your account with your ASURITE email (asurite@asu.edu). Recommendation: Use the “Continue with Google” option to sign in. Once your account is activated, visit nytimes.com for direct access. Visit the New York Times Academic Group Pass instructions for additional details and support. The Wall Street Journal ASU provides free access to the Wall Street Journal. Visit the WSJ registration page and select your role (Student, Faculty, or Staff). Complete the registration using your ASURITE email (asurite@asu.edu). After registration, access the Wall Street Journal directly at wsj.com. Additional Newspapers and Periodicals ASU Library offers access to thousands of other journals, newspapers, and periodicals. Sign into MyASU with your ASURITE ID and password for remote access. To browse or search, go to: Journal Search : Look up specific journals, newspapers, and periodicals. A-Z Databases : Locate specialized databases by Database Types (e.g., News & Newspaper Articles, E-Journal Collections, E-Book Collections). Troubleshooting and Support If you encounter issues accessing full-text articles or subscriptions: If an ASU email has been used previously to create an account, the system may not allow it to be reused for activation. In that case, trying the alternative ASU email format (either asurite@asu.edu or firstname.lastname@asu.edu ) may resolve the issue. Review the library’s FAQ on journal access. Contact ASU Library for assistance: Submit a ticket : Ask a Librarian Phone: 480-965-3605 Text: 480-525-9826 Helpful FAQs: Journal Title searching Full text access Who can access full text? What if I can't pull up the full text? (What can I do? What are my options?)"
Are there due dates or fees for interlibrary loan items? Can I renew ILL items?,https://askalibrarian.asu.edu/faq/206088,None,"Yes, interlibrary loan items have due dates and overdue fees.  These differ depending on the item type and library who is lending the item to you. Due dates For physical items, you can check the due date on the strap attached to the item, or through your ILLiad account .  The average loan period for most physical items is between 4 and 8 weeks. Electronically delivered items like articles and ebooks do not need to be returned.  Your access will automatically expire after 60 days. Overdue fees Most ILL items are free to request, receive, and return. For interlibrary loan items that are not returned by the due date, there is a  there is a $5 per day late fee with a maximum overdue fee of $25, and a default $150.00 replacement fee. The replacement fee may be adjusted depending on the actual cost of the item billed by the library who owns the item.  We have a high overdue fee as many libraries will block us from requesting any materials when their items are returned late. Home Delivery items are shipped FedEx 2 Day, and include a FedEx Ground return label.  You are responsible for overdue, damaged, and lost items. Renewals Renewals are usually not available for interlibrary loan items. To have ILL staff negotiate an extension on a due date with the owning library, please contact us prior to the due date on the item. For more information, contact the ASU Library Interlibrary Loan Department (Monday-Friday, 8am-5pm): (480) 965-3282 Email: ASU-ILL@asu.edu libguides.asu.edu/ill"
How do I access an ASU dissertation or thesis?,https://askalibrarian.asu.edu/faq/177565,None,"How do I access an ASU dissertation or thesis? Current ASU students, faculty and staff: The availability, location, and format of ASU dissertations and theses depends on the time period in which the student completed their degree. Check our ASU Dissertations and Theses library guide for more information on where to search. Other researchers: You can borrow copies of most of our dissertations and theses through your institutional library . We lend to academic libraries, public libraries and corporate libraries. More information about lending to other institutions can be found in our Interlibrary Loan library guide. You can also search the ProQuest Dissertation Express service to see if they have a copy of the item you need. Or you may contact University Archives to see if we have a copy. Our University Archives may be able to duplicate the entirety of a thesis or dissertation with a per page charge plus postage/handling. Email: archives@asu.edu For more information on obtaining ASU Dissertations and Theses, see our ASU Dissertations and Theses library guide."
How do I find the best resources for my research?,https://askalibrarian.asu.edu/faq/204200,None,"Many ASU special collections and archives are digitized. Click the link to explore what we have available through the PRISM Digital Collections platform.. You may contact the ASU Archives through: Ask-an-Archivist Call 480-965-4932 To find the best resources, determine if there is a library guide on the subject or course: For research assistance contact the library through: Ask a Librarian . Call the Information Desk at 480-965-3605."
Can ASU help me write my paper?,https://askalibrarian.asu.edu/faq/177863,None,"Visit ASU's Writing Centers for services to help you with your writing assignments. The link above explains their services, including online and in-person tutoring options. There are drop-in options to get help but appointments are strongly recommended."
